rank,word,freq,normalised_per_10000_words
18160,flavells,1,0
18160,flavoursome,1,0
18160,flax,1,0
18160,fleabag,1,0
18160,fleming,1,0
18160,fletcher,1,0
18160,fletchers,1,0
18160,fleur,1,0
18160,flexes,1,0
18160,flexi-purchase,1,0
18160,flight,1,0
18160,flip,1,0
18160,flipchart,1,0
18160,flipkens,1,0
18160,flipped,1,0
18160,flipping,1,0
18160,flirt,1,0
18160,flock,1,0
18160,flood,1,0
18160,floodin,1,0
18160,floor,1,0
18160,floss,1,0
18160,flourishes,1,0
18160,flourishing,1,0
18160,flu,1,0
18160,fluent,1,0
18160,fluorescent,1,0
18160,fluorophore,1,0
18160,flv,1,0
18160,flynn,1,0
18160,fndc,1,0
18160,fo,1,0
18160,focus,1,0
18160,focusing,1,0
18160,foki,1,0
18160,folau,1,0
18160,foley,1,0
18160,folk,1,0
18160,followed,1,0
18160,followedngia,1,0
18160,folly,1,0
18160,foma,1,0
18160,fomo,1,0
18160,fonterra,1,0
18160,foo,1,0
18160,fool,1,0
18160,foot,1,0
18160,footage,1,0
18160,football,1,0
18160,footy,1,0
18160,footylight,1,0
18160,forager,1,0
18160,forall,1,0
18160,forde,1,0
18160,foreplay,1,0
18160,forestland,1,0
18160,forgetting,1,0
18160,forgiveness,1,0
18160,forgot,1,0
18160,format,1,0
18160,formget,1,0
18160,forms,1,0
18160,forrest,1,0
18160,forsythe,1,0
18160,fort,1,0
18160,fortune,1,0
18160,forty,1,0
18160,forum,1,0
18160,fossil,1,0
18160,fostered,1,0
18160,fotu,1,0
18160,fou,1,0
18160,fp,1,0
18160,fq,1,0
18160,fracking,1,0
18160,frame,1,0
18160,frames,1,0
18160,framework,1,0
18160,frameworks,1,0
18160,framing,1,0
18160,franais,1,0
18160,frankie,1,0
18160,frankton,1,0
18160,frantically,1,0
18160,fraternal,1,0
18160,fraternity,1,0
18160,fraud,1,0
18160,fraudulent,1,0
18160,freaking,1,0
18160,freda,1,0
18160,freddie,1,0
18160,freedom,1,0
18160,freelance,1,0
18160,freemason,1,0
18160,freerun,1,0
18160,freestyle,1,0
18160,freeview,1,0
18160,frequencies,1,0
18160,frequency,1,0
18160,fri,1,0
18160,frie,1,0
18160,friedkamokamo,1,0
18160,fries,1,0
18160,frieza,1,0
18160,fright,1,0
18160,frightened,1,0
18160,frisbee,1,0
18160,frizzell,1,0
18160,frodo,1,0
18160,frog,1,0
18160,fronted,1,0
18160,fruit,1,0
18160,fruju,1,0
18160,frustrating,1,0
18160,fta,1,0
18160,fuatino,1,0
18160,fuchsia,1,0
18160,fucken,1,0
18160,fuckers,1,0
18160,fuckin,1,0
18160,fuckkkkkk,1,0
18160,fuckn,1,0
18160,fuels,1,0
18160,fujiama,1,0
18160,fuk,1,0
18160,full-blooded,1,0
18160,fully,1,0
18160,funa,1,0
18160,funcargo,1,0
18160,fundraising,1,0
18160,fush,1,0
18160,futuresprog,1,0
18160,futuristic,1,0
18160,fuuuu,1,0
18160,fuuuuu,1,0
18160,fuuuuuu,1,0
18160,fuzzies,1,0
18160,fyffe,1,0
18160,fā,1,0
18160,fānauraa,1,0
18160,fārereiraa,1,0
18160,fārii,1,0
18160,fātata,1,0
18160,g-reader,1,0
18160,gaa,1,0
18160,gaaaah,1,0
18160,gaahhhhhh,1,0
18160,gabriel,1,0
18160,gabrielle,1,0
18160,gacha,1,0
18160,gadigal,1,0
18160,gaeltacht,1,0
18160,gagana,1,0
18160,gahd,1,0
18160,gaining,1,0
18160,gala,1,0
18160,galar,1,0
18160,galatians,1,0
18160,galaxy,1,0
18160,gallagher,1,0
18160,galore,1,0
18160,galway,1,0
18160,gamagori,1,0
18160,gambling,1,0
18160,gami,1,0
18160,gandalf,1,0
18160,gandhi,1,0
18160,gang,1,0
18160,gangly,1,0
18160,gangnam,1,0
18160,gantt,1,0
18160,gap,1,0
18160,gardener,1,0
18160,gardners,1,0
18160,garfield,1,0
18160,garment,1,0
18160,garner,1,0
18160,garratt,1,0
18160,garrick,1,0
18160,garrrrmon,1,0
18160,garry,1,0
18160,gatherer,1,0
18160,gatonyi,1,0
18160,gavin,1,0
18160,gawd,1,0
18160,gaza,1,0
18160,gday,1,0
18160,gearing,1,0
18160,gears,1,0
18160,geh,1,0
18160,gemu,1,0
18160,gen,1,0
18160,gender,1,0
18160,generation-ka,1,0
18160,generosity,1,0
18160,generous,1,0
18160,genetic,1,0
18160,genetics,1,0
18160,genius,1,0
18160,genji,1,0
18160,gente,1,0
18160,geocache,1,0
18160,geocaching,1,0
18160,geometry,1,0
18160,georgie,1,0
18160,gerald,1,0
18160,germ,1,0
18160,german,1,0
18160,germany,1,0
18160,germs,1,0
18160,gets,1,0
18160,ggrrrrrrr,1,0
18160,ghuznee,1,0
18160,gi,1,0
18160,gia,1,0
18160,giang,1,0
18160,gibbs,1,0
18160,gibson,1,0
18160,gibson-ewen,1,0
18160,gibson-park,1,0
18160,gift,1,0
18160,giftedness,1,0
18160,giftpay,1,0
18160,gig-jan,1,0
18160,gigaarmy,1,0
18160,gigabit,1,0
18160,gigabyte,1,0
18160,gigashed,1,0
18160,giggle,1,0
18160,gigh,1,0
18160,giiaaaahd,1,0
18160,gil,1,0
18160,gilbert,1,0
18160,gilles,1,0
18160,gimlet,1,0
18160,gimme,1,0
18160,gin,1,0
18160,gines,1,0
18160,gingoes,1,0
18160,girl-,1,0
18160,girlfriend,1,0
18160,giselle,1,0
18160,github,1,0
18160,givealittle,1,0
18160,giveaways,1,0
18160,gives,1,0
18160,gj,1,0
18160,glad,1,0
18160,gladdy,1,0
18160,gladys,1,0
18160,glam,1,0
18160,glasgow,1,0
18160,glasshouse,1,0
18160,gleeful,1,0
18160,glenis,1,0
18160,glitter,1,0
18160,globalisation-,1,0
18160,globalpeace,1,0
18160,globetrotters,1,0
18160,glorious,1,0
18160,glory,1,0
18160,glossary,1,0
18160,glottal,1,0
18160,glow,1,0
18160,glute,1,0
18160,gnight,1,0
18160,gns,1,0
18160,goalpost,1,0
18160,gobshite,1,0
18160,goddess,1,0
18160,goddfrey,1,0
18160,godfall,1,0
18160,godfery,1,0
18160,godfrey_rudolph,1,0
18160,godmother,1,0
18160,godson,1,0
18160,godwit,1,0
18160,goff,1,0
18160,goh,1,0
18160,gok,1,0
18160,gold,1,0
18160,golden,1,0
18160,goldsmith,1,0
18160,golf,1,0
18160,gomorrah,1,0
18160,gonky,1,0
18160,goodall,1,0
18160,goodies,1,0
18160,goodmorning,1,0
18160,goods,1,0
18160,goody,1,0
18160,goof,1,0
18160,google-translate,1,0
18160,googles,1,0
18160,googlesmackdown,1,0
18160,gooru,1,0
18160,gordon,1,0
18160,gore,1,0
18160,gorgy,1,0
18160,gorillas,1,0
18160,gorman,1,0
18160,gosden,1,0
18160,gossip,1,0
18160,gotcha,1,0
18160,gothenburg,1,0
18160,gotta,1,0
18160,gotty,1,0
18160,gout,1,0
18160,governing,1,0
18160,governor,1,0
18160,govt,1,0
18160,gown,1,0
18160,gp,1,0
18160,gps,1,0
18160,gr8,1,0
18160,grab,1,0
18160,grab-a-seat,1,0
18160,grabon,1,0
18160,grabone,1,0
18160,grabtwo,1,0
18160,graceland,1,0
18160,gracie,1,0
18160,grades,1,0
18160,graduands,1,0
18160,graduate,1,0
18160,grains,1,0
18160,grampians,1,0
18160,gran,1,0
18160,grandbaby,1,0
18160,grandpa,1,0
18160,grandparents,1,0
18160,grandstand#ulearn13,1,0
18160,granola,1,0
18160,grantstone,1,0
18160,grasshopper,1,0
18160,grateful,1,0
18160,gratitude,1,0
18160,gravitate,1,0
18160,grease,1,0
18160,gree,1,0
18160,greedily,1,0
18160,greenbay,1,0
18160,greenleaf,1,0
18160,greer,1,0
18160,greerton,1,0
18160,gregor,1,0
18160,gregorian,1,0
18160,grenell,1,0
18160,grennell,1,0
18160,gresham,1,0
18160,greta,1,0
18160,greys,1,0
18160,grh,1,0
18160,griffin,1,0
18160,griffins,1,0
18160,grisellda,1,0
18160,grounded,1,0
18160,grove,1,0
18160,grrrrrr,1,0
18160,grrrrrrrr,1,0
18160,grumbling,1,0
18160,grumpy,1,0
18160,gsd,1,0
18160,guacamole,1,0
18160,guaran-kaiow,1,0
18160,guardians,1,0
18160,gud,1,0
18160,guff,1,0
18160,guga,1,0
18160,guides,1,0
18160,guiding,1,0
18160,guitar,1,0
18160,guled,1,0
18160,gulf,1,0
18160,gump,1,0
18160,gun,1,0
18160,gunn,1,0
18160,gunner,1,0
18160,guns,1,0
18160,gurley,1,0
18160,gurnard,1,0
18160,gusb,1,0
18160,gushing,1,0
18160,gusta,1,0
18160,guten,1,0
18160,guthrie,1,0
18160,gutless,1,0
18160,guts,1,0
18160,guwarai,1,0
18160,guyon-,1,0
18160,gyaaahd,1,0
18160,gyms,1,0
18160,gypsy,1,0
18160,gypsymae,1,0
18160,ha-wai-kii,1,0
18160,ha_ra_ta,1,0
18160,haaaaaa,1,0
18160,haaaaaaaaaa,1,0
18160,haaaaahaha,1,0
18160,haaaati,1,0
18160,haaah,1,0
18160,haaard,1,0
18160,haaha,1,0
18160,haahaa,1,0
18160,haakari,1,0
18160,haakarimata,1,0
18160,haakura,1,0
18160,haamama,1,0
18160,haamatara,1,0
18160,haamau,1,0
18160,haamenetia,1,0
18160,haamevaha,1,0
18160,haamāramaramaraa,1,0
18160,haamāramararaa,1,0
18160,haangai,1,0
18160,haanihi,1,0
18160,haaora,1,0
18160,haapaia,1,0
18160,haapori,1,0
18160,haapu,1,0
18160,haaraaaaaa,1,0
18160,haata,1,0
18160,haatakeehi,1,0
18160,haatakehi,1,0
18160,haatekehe,1,0
18160,haatekehi,1,0
18160,haau,1,0
18160,haaunga,1,0
18160,habana,1,0
18160,habib,1,0
18160,habitat,1,0
18160,hack,1,0
18160,hackngia,1,0
18160,haddit,1,0
18160,haddon,1,0
18160,haehaa,1,0
18160,haei,1,0
18160,haenatia,1,0
18160,haer,1,0
18160,haeranga,1,0
18160,haere#tereo,1,0
18160,haerea,1,0
18160,haereng,1,0
18160,haerenga-,1,0
18160,haeretāuaki,1,0
18160,haerini,1,0
18160,haetara,1,0
18160,hagenaars,1,0
18160,hahahaaa,1,0
18160,hahahah,1,0
18160,hahahahahahahaha,1,0
18160,hahahahahatena,1,0
18160,hahake,1,0
18160,hahatanga,1,0
18160,hahaupōro,1,0
18160,hahe,1,0
18160,hahhaa,1,0
18160,hahhaha,1,0
18160,hahhahaha,1,0
18160,hahunga,1,0
18160,haigh,1,0
18160,haiki,1,0
18160,hail,1,0
18160,hainahia,1,0
18160,hainana,1,0
18160,hainga,1,0
18160,haingatanga,1,0
18160,hainīhi,1,0
18160,hairnary,1,0
18160,haiti,1,0
18160,haititaimarangai,1,0
18160,haititaimarangi,1,0
18160,haja,1,0
18160,haka#tewakareo#tereoplanning#pdday#tereo,1,0
18160,haka-a-rohe,1,0
18160,hakaako,1,0
18160,hakafreakz,1,0
18160,hakahokia,1,0
18160,hakahuahua,1,0
18160,hakaia,1,0
18160,hakamahia,1,0
18160,hakamanahia,1,0
18160,hakamatau,1,0
18160,hakamiharo,1,0
18160,hakamoemiti,1,0
18160,hakangahau,1,0
18160,hakanohi,1,0
18160,hakapaetia,1,0
18160,hakapaipai,1,0
18160,hakaputa,1,0
18160,hakapūtanga,1,0
18160,hakaraia,1,0
18160,hakarauora,1,0
18160,hakarei,1,0
18160,hakarākei,1,0
18160,hakarāpopotongia,1,0
18160,hakataetae,1,0
18160,hakatau,1,0
18160,hakautu,1,0
18160,hakaz,1,0
18160,hakehake,1,0
18160,hakihakiā,1,0
18160,hakiiiiiiiii,1,0
18160,hakina,1,0
18160,hakinakihi,1,0
18160,hakinatoru,1,0
18160,hakipea,1,0
18160,hakipia,1,0
18160,hakitumeke,1,0
18160,hakka,1,0
18160,hakoakoa,1,0
18160,hakohako,1,0
18160,hakopas,1,0
18160,hakoro,1,0
18160,hakoroua,1,0
18160,hakuia,1,0
18160,hakura,1,0
18160,hakā,1,0
18160,hala,1,0
18160,halaevalu,1,0
18160,halberg,1,0
18160,hallelujah,1,0
18160,hallux,1,0
18160,halswell,1,0
18160,ham,1,0
18160,hama,1,0
18160,hamahamangia,1,0
18160,hamama,1,0
18160,hamana,1,0
18160,hamanga,1,0
18160,hamene,1,0
18160,hamiltongardens,1,0
18160,hamiltons,1,0
18160,hammer,1,0
18160,hampton,1,0
18160,hamstrung,1,0
18160,hamui,1,0
18160,hamupeka,1,0
18160,hamurana,1,0
18160,hamutī,1,0
18160,hanahana,1,0
18160,hanake,1,0
18160,hanana,1,0
18160,hananui,1,0
18160,hanareia,1,0
18160,handkerchief,1,0
18160,handle,1,0
18160,hane,1,0
18160,hanea,1,0
18160,haneanea,1,0
18160,hanga-rautaki-tini,1,0
18160,hangaa,1,0
18160,hangara,1,0
18160,hangarau-taki-tini,1,0
18160,hangarau-takitini,1,0
18160,hangarautēnā,1,0
18160,hangatia,1,0
18160,hangeo,1,0
18160,hanging,1,0
18160,hangover,1,0
18160,hangu,1,0
18160,hangā-hinengaro,1,0
18160,hanikamu,1,0
18160,hanks,1,0
18160,hanmer,1,0
18160,hannah,1,0
18160,hanson,1,0
18160,hanumitanga,1,0
18160,hanuwiti,1,0
18160,hanātu,1,0
18160,haoe,1,0
18160,haonga,1,0
18160,hap,1,0
18160,hapahāpai,1,0
18160,hapaingia,1,0
18160,hapakuku,1,0
18160,hapana,1,0
18160,hapangua,1,0
18160,hapanii,1,0
18160,haparangi,1,0
18160,haparapara,1,0
18160,hapati,1,0
18160,hapenui,1,0
18160,hapeta,1,0
18160,hapimana,1,0
18160,happens,1,0
18160,hapu-ki,1,0
18160,hapuhui,1,0
18160,hapuku,1,0
18160,haputanga,1,0
18160,hapū-marae,1,0
18160,hapūko,1,0
18160,har,1,0
18160,har-poo-ah,1,0
18160,haraaaaaa,1,0
18160,haraei,1,0
18160,harahei,1,0
18160,harakēkē,1,0
18160,haranga,1,0
18160,harangotengote,1,0
18160,haranui,1,0
18160,harare,1,0
18160,haraweihana,1,0
18160,harawenetanga,1,0
18160,harawini,1,0
18160,harbour,1,0
18160,hardest,1,0
18160,hare-,1,0
18160,hareiruia,1,0
18160,haremai,1,0
18160,harenga,1,0
18160,harepōta,1,0
18160,hareri,1,0
18160,harihi,1,0
18160,harihona,1,0
18160,harikehe,1,0
18160,haringia,1,0
18160,harirau,1,0
18160,hariri,1,0
18160,harirū,1,0
18160,harirūtia,1,0
18160,harisson,1,0
18160,harker,1,0
18160,harley,1,0
18160,harmonic,1,0
18160,harmz,1,0
18160,haro,1,0
18160,harpez,1,0
18160,harrsion,1,0
18160,harshest,1,0
18160,hartford,1,0
18160,haru,1,0
18160,harvesting,1,0
18160,hashtags,1,0
18160,hastag,1,0
18160,hat,1,0
18160,hateatea,1,0
18160,hatee,1,0
18160,hatekeehi,1,0
18160,hatekēhi,1,0
18160,hates,1,0
18160,hathaway,1,0
18160,hatia,1,0
18160,hatikeihi,1,0
18160,hats,1,0
18160,hatu,1,0
18160,hatutū,1,0
18160,hau-kaiwhakarongo,1,0
18160,hauangiangi,1,0
18160,hauare,1,0
18160,hauhakea,1,0
18160,hauitians,1,0
18160,haukai,1,0
18160,haukati,1,0
18160,haukawakawa,1,0
18160,haukereia,1,0
18160,haukerekere,1,0
18160,haukerekerea,1,0
18160,haukerekerehia,1,0
18160,haukerekeretia,1,0
18160,haukerengia,1,0
18160,haukeretia,1,0
18160,haukeri,1,0
18160,haukeria,1,0
18160,haukinga,1,0
18160,haukunui,1,0
18160,haukuru,1,0
18160,haukāina,1,0
18160,haukū,1,0
18160,haumaitawhiti,1,0
18160,haumana,1,0
18160,haumar,1,0
18160,haumaringitia,1,0
18160,haumaru-a-ipurangi,1,0
18160,haumarui,1,0
18160,haumata,1,0
18160,haumea,1,0
18160,haumene,1,0
18160,haumāna,1,0
18160,haumāngere,1,0
18160,haumāota,1,0
18160,haumāringiringi,1,0
18160,haumārotoroto,1,0
18160,haumēne,1,0
18160,haumūmū,1,0
18160,haumūmūtanga,1,0
18160,haungaroa,1,0
18160,haunui-a-pāpārangi,1,0
18160,haunui-thompson,1,0
18160,hauoli,1,0
18160,hauora-ā-rohe,1,0
18160,hauoratanga,1,0
18160,haupa,1,0
18160,haupai,1,0
18160,haupapanuiatau,1,0
18160,haupoto,1,0
18160,haupā,1,0
18160,haupōro,1,0
18160,hauraki-waikato,1,0
18160,hauramu,1,0
18160,haurapa,1,0
18160,haurarangi,1,0
18160,haurima,1,0
18160,haurmaru,1,0
18160,hauruahawhe,1,0
18160,hauruatanga,1,0
18160,haurunga,1,0
18160,haus,1,0
18160,hautai,1,0
18160,hautoru,1,0
18160,hautoto,1,0
18160,haututanga,1,0
18160,hautūtanga,1,0
18160,hauuuuuuuuu,1,0
18160,hauwhenua,1,0
18160,haven,1,0
18160,havoc,1,0
18160,hawaiian,1,0
18160,hawaikii,1,0
18160,hawaikipāmamao,1,0
18160,hawairoa,1,0
18160,haweaārangi,1,0
18160,hawera,1,0
18160,hawhe-hawhe,1,0
18160,hawikii,1,0
18160,hawira,1,0
18160,hawkes,1,0
18160,hawkings,1,0
18160,hawkins,1,0
18160,hay,1,0
18160,hayden,1,0
18160,haylee,1,0
18160,hayman,1,0
18160,haythornthwaite,1,0
18160,haywire,1,0
18160,hazel,1,0
18160,hazmahitoi,1,0
18160,haēre,1,0
18160,hbc,1,0
18160,hd,1,0
18160,hdl,1,0
18160,headcolds,1,0
18160,headphone,1,0
18160,healed,1,0
18160,heamana-ā-hapū,1,0
18160,hearenga,1,0
18160,hearings,1,0
18160,hearted,1,0
18160,heartened,1,0
18160,heartening,1,0
18160,hearty,1,0
18160,heated,1,0
18160,heatpump,1,0
18160,heavens,1,0
18160,heavily,1,0
18160,hector,1,0
18160,hectors,1,0
18160,heed,1,0
18160,heeeeeey,1,0
18160,heeeeey,1,0
18160,heeey,1,0
18160,heemi,1,0
18160,heena,1,0
18160,heenare,1,0
18160,heeraa,1,0
18160,heheheehe,1,0
18160,hehehehehehe,1,0
18160,hehehhehehe,1,0
18160,hei-tiki,1,0
18160,heii,1,0
18160,heiii,1,0
18160,heikiā,1,0
18160,heikōkōmataira,1,0
18160,heio,1,0
18160,heite,1,0
18160,heivā,1,0
18160,heiwhakanuii,1,0
18160,heka,1,0
18160,hekea,1,0
18160,hekenui,1,0
18160,hekenukumaingaiwi,1,0
18160,hekenukumaingāiwi,1,0
18160,hekenunumai,1,0
18160,hekereme,1,0
18160,heketanga,1,0
18160,heketoro,1,0
18160,heketua,1,0
18160,hekiera,1,0
18160,hekipia,1,0
18160,helensvale,1,0
18160,helensville,1,0
18160,helicopters,1,0
18160,heliers,1,0
18160,hella,1,0
18160,hellis,1,0
18160,hellotext,1,0
18160,hemanawa,1,0
18160,hemanga,1,0
18160,hemaoriahau,1,0
18160,hemipukenga,1,0
18160,hemisphere,1,0
18160,hemmingsen,1,0
18160,hemohemo,1,0
18160,hemonga,1,0
18160,hemuni,1,0
18160,hemāori,1,0
18160,henare-rimoni,1,0
18160,hendrix,1,0
18160,hengahenga,1,0
18160,henk,1,0
18160,henna,1,0
18160,hennessey,1,0
18160,henua,1,0
18160,hepa,1,0
18160,hepeta,1,0
18160,hepi-te,1,0
18160,heptema,1,0
18160,herai,1,0
18160,herald,1,0
18160,herbal,1,0
18160,here-,1,0
18160,hereaka,1,0
18160,herearoha,1,0
18160,herekiekie,1,0
18160,herekino,1,0
18160,herekorenga,1,0
18160,heremaiah,1,0
18160,herengi,1,0
18160,hereora,1,0
18160,herere,1,0
18160,heretaniwha,1,0
18160,heretaunga--,1,0
18160,heretia,1,0
18160,heretical,1,0
18160,hereturīkōkā,1,0
18160,herne,1,0
18160,heron,1,0
18160,hertz,1,0
18160,herua,1,0
18160,heruheru,1,0
18160,herā,1,0
18160,hetenga,1,0
18160,hetiheti,1,0
18160,heua,1,0
18160,heva,1,0
18160,hewitt,1,0
18160,hha,1,0
18160,hhahahaa,1,0
18160,hhahahah,1,0
18160,hhei,1,0
18160,hhipera,1,0
18160,hi-5,1,0
18160,hia-ako-reo,1,0
18160,hiaai,1,0
18160,hiagia,1,0
18160,hiahiaana,1,0
18160,hiahiatanga,1,0
18160,hiakape,1,0
18160,hiakawhe,1,0
18160,hiakore,1,0
18160,hiakōrero,1,0
18160,hiamotanga,1,0
18160,hiapai,1,0
18160,hiapo,1,0
18160,hiatia,1,0
18160,hickey,1,0
18160,hifinated,1,0
18160,highbury,1,0
18160,highest,1,0
18160,highland,1,0
18160,highlight,1,0
18160,highs,1,0
18160,hiha,1,0
18160,hihana,1,0
18160,hihihih,1,0
18160,hihira,1,0
18160,hihiratia,1,0
18160,hihiriwa,1,0
18160,hihirī,1,0
18160,hiho,1,0
18160,hiihii,1,0
18160,hiihiihii,1,0
18160,hiiiihaaaaa,1,0
18160,hiiiiii,1,0
18160,hiiiiiii,1,0
18160,hiiika,1,0
18160,hiikina,1,0
18160,hiinga,1,0
18160,hiipii,1,0
18160,hiiri,1,0
18160,hiitara,1,0
18160,hiiti,1,0
18160,hiitori,1,0
18160,hikaia,1,0
18160,hikanui,1,0
18160,hikaret,1,0
18160,hikarete,1,0
18160,hikarukutai,1,0
18160,hikatia,1,0
18160,hikawera,1,0
18160,hike,1,0
18160,hiki-te-tapu,1,0
18160,hikihaiki,1,0
18160,hikimoke,1,0
18160,hikipapa,1,0
18160,hikitai,1,0
18160,hiko-electric,1,0
18160,hikoinga,1,0
18160,hikoitanga,1,0
18160,hiku-o-te-ika,1,0
18160,hikurangitangi,1,0
18160,hildred,1,0
18160,hillary,1,0
18160,hilliary,1,0
18160,hillman,1,0
18160,hills,1,0
18160,himenemene,1,0
18160,himone,1,0
18160,himself,1,0
18160,hina-i-kukuti,1,0
18160,hina-i-te-pō,1,0
18160,hina-mataeo,1,0
18160,hina-pōuri,1,0
18160,hina-te-iwaiwa,1,0
18160,hina-te-otaota,1,0
18160,hinaaro,1,0
18160,hinahina,1,0
18160,hinakeha,1,0
18160,hinakihia,1,0
18160,hinaleimoana,1,0
18160,hinapouri,1,0
18160,hinarata,1,0
18160,hinatore,1,0
18160,hinau,1,0
18160,hinauri,1,0
18160,hinawanawa,1,0
18160,hine-a-maru,1,0
18160,hine-ahu-one,1,0
18160,hine-ao-rangi,1,0
18160,hine-hāpara,1,0
18160,hine-i-kauia,1,0
18160,hine-marama,1,0
18160,hine-nui-te-po,1,0
18160,hine-nui-te-pō,1,0
18160,hine-raumati,1,0
18160,hine-te-iwaiwa,1,0
18160,hineamaru-,1,0
18160,hineani,1,0
18160,hineaorangi,1,0
18160,hinearangi,1,0
18160,hinegaro,1,0
18160,hinehākirirangi,1,0
18160,hineikauia,1,0
18160,hineituraaamaaa,1,0
18160,hinekiri,1,0
18160,hinekāhu,1,0
18160,hinekōrako,1,0
18160,hinemarie,1,0
18160,hinematao,1,0
18160,hinematererangis,1,0
18160,hinematioro,1,0
18160,hinematua,1,0
18160,hinengahuru,1,0
18160,hinengro,1,0
18160,hinenui-te-pō,1,0
18160,hinenuitep,1,0
18160,hinepukohu,1,0
18160,hinepūkohu,1,0
18160,hinerakau,1,0
18160,hinerau,1,0
18160,hinerauwhari,1,0
18160,hinerauwhiri,1,0
18160,hinerehia,1,0
18160,hinerehutai,1,0
18160,hinerēhia,1,0
18160,hinetaapora,1,0
18160,hinetai,1,0
18160,hinetapere,1,0
18160,hineteao,1,0
18160,hineteiwaiwa,1,0
18160,hinetekahu,1,0
18160,hinetio,1,0
18160,hinetu,1,0
18160,hineua,1,0
18160,hineuru,1,0
18160,hinewai,1,0
18160,hinewaoriki,1,0
18160,hineāmaru,1,0
18160,hingahinga,1,0
18160,hingaia,1,0
18160,hingapoa,1,0
18160,hingatanga,1,0
18160,hingatia,1,0
18160,hingoa,1,0
18160,hingston,1,0
18160,hinkley,1,0
18160,hinngaro,1,0
18160,hinui,1,0
18160,hinukore,1,0
18160,hinureina,1,0
18160,hione,1,0
18160,hip-hip,1,0
18160,hipanga,1,0
18160,hipihipi,1,0
18160,hipokani,1,0
18160,hipokirīwho,1,0
18160,hippopotamus,1,0
18160,hipster,1,0
18160,hirihiri,1,0
18160,hirikakā,1,0
18160,hiriona,1,0
18160,hirita,1,0
18160,hiritere,1,0
18160,hiroshi,1,0
18160,hiroshima,1,0
18160,hiru,1,0
18160,hiruharamabound,1,0
18160,hiruhārama,1,0
18160,histori,1,0
18160,historians,1,0
18160,historic,1,0
18160,hitara,1,0
18160,hitoria,1,0
18160,hits,1,0
18160,hiwaiterangi,1,0
18160,hiwaroa,1,0
18160,hiwaīterangi,1,0
18160,hiyahhh,1,0
18160,hkia,1,0
18160,hkoi,1,0
18160,hmlb,1,0
18160,hmmmmm,1,0
18160,hmmmwhakapuke,1,0
18160,hneanea,1,0
18160,hng,1,0
18160,hngai,1,0
18160,hnore,1,0
18160,hnuere,1,0
18160,hny,1,0
18160,hoa#ulearn13#tereo,1,0
18160,hoa-mahi,1,0
18160,hoad,1,0
18160,hoai,1,0
18160,hoakainga,1,0
18160,hoana,1,0
18160,hoanoho,1,0
18160,hoatanga,1,0
18160,hoatungia,1,0
18160,hoatutanga,1,0
18160,hoatāne,1,0
18160,hobbit,1,0
18160,hobbitt,1,0
18160,hobdell,1,0
18160,hobson,1,0
18160,hocken,1,0
18160,hod,1,0
18160,hoe-key-tay-car,1,0
18160,hoeata,1,0
18160,hoemahi,1,0
18160,hoenga,1,0
18160,hoepo-scott,1,0
18160,hoetree,1,0
18160,hogan,1,0
18160,hoh,1,0
18160,hohaias,1,0
18160,hohana-,1,0
18160,hohehohe,1,0
18160,hoho,1,0
18160,hohonutia,1,0
18160,hohunu,1,0
18160,hohunutanga,1,0
18160,hoiere,1,0
18160,hoihō,1,0
18160,hoiki,1,0
18160,hok,1,0
18160,hokahoka,1,0
18160,hokaina,1,0
18160,hokay,1,0
18160,hokey-pokey-tika,1,0
18160,hokimoana,1,0
18160,hokingia,1,0
18160,hokingā,1,0
18160,hokirua,1,0
18160,hokitanga,1,0
18160,hokitia,1,0
18160,hokixx,1,0
18160,hokonaaaaaaa,1,0
18160,hokongia,1,0
18160,hokonui,1,0
18160,hokopu,1,0
18160,hokowhitu-a-tu,1,0
18160,hokowhituatu,1,0
18160,hokowhitū,1,0
18160,hokowitu,1,0
18160,hoktaka,1,0
18160,holder,1,0
18160,holdings,1,0
18160,holerrr,1,0
18160,hollings,1,0
18160,hollis,1,0
18160,holloway,1,0
18160,holmes,1,0
18160,hololens,1,0
18160,holt,1,0
18160,homae,1,0
18160,homaitanga,1,0
18160,homaitepakipaki,1,0
18160,homaitia,1,0
18160,homeless,1,0
18160,homelessness,1,0
18160,homeofhaka,1,0
18160,homeplay,1,0
18160,homeschooling,1,0
18160,homestead,1,0
18160,hometime,1,0
18160,homeware,1,0
18160,homework,1,0
18160,homiro,1,0
18160,homo,1,0
18160,honeheke,1,0
18160,honenga,1,0
18160,honest,1,0
18160,hongeangeā,1,0
18160,hongehongeā,1,0
18160,hongikihi,1,0
18160,hongipua,1,0
18160,hongongoia,1,0
18160,honiara,1,0
18160,honikoma,1,0
18160,hono-i-wairua,1,0
18160,hono-ā-,1,0
18160,honohonoa,1,0
18160,honolulu,1,0
18160,hononga#ntrm15,1,0
18160,honongangaitua,1,0
18160,honongo,1,0
18160,honongā,1,0
18160,hononitia,1,0
18160,honor,1,0
18160,honoretanga,1,0
18160,honotahi,1,0
18160,honours,1,0
18160,honua,1,0
18160,hooaaaa,1,0
18160,hood,1,0
18160,hoodie,1,0
18160,hoohaa,1,0
18160,hookahi,1,0
18160,hoongongoi,1,0
18160,hoooaaa,1,0
18160,hoooaaaa,1,0
18160,hoooo,1,0
18160,hooooaaa,1,0
18160,hooooo,1,0
18160,hoooooa,1,0
18160,hoooooro,1,0
